date,order_id,sku,category,channel,orders,revenue,year,month
2021-12-03,142668,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Crédito,1,74.48,2021,12
2021-07-30,118065,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,82.46,2021,7
2024-04-04,239082,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Crédito,1,,2024,4
2023-12-24,212369,Penas Gatito,Brinquedo,Pix,1,23.4,2023,12
2022-07-22,170919,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,,2022,7
2021-06-02,117105,Mordedor de Corda Bola,Brinquedo,Cartão Débito,1,15.96,2021,6
2022-10-26,195544,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,,2022,10
2024-03-20,229647,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Débito,1,,2024,3
2022-09-14,157898,Mordedor de Corda Bola,Brinquedo,Pix,1,,2022,9
2021-11-25,110519,Mordedor de Corda Bola,Brinquedo,Pix,1,15.96,2021,11
2020-10-24,51469,Penas Gatito,Brinquedo,Cartão Crédito,1,17.92,2020,10
2024-03-22,272865,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Crédito,1,,2024,3
2020-07-22,94758,Vitamina E Granulado BigForce,Medicamento,Pix,1,147.84,2020,7
2020-08-01,81036,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Dinheiro,1,47.04,2020,8
2022-12-20,157834,Cama média almofadada Pity,Acessório,Pix,1,,2022,12
2022-09-15,173886,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,,2022,9
2023-07-17,209128,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,1107.6,2023,7
2022-12-07,173157,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Crédito,1,,2022,12
2024-03-11,247859,Roupa para Cão Billaboard,Acessório,Pix,1,,2024,3
2020-03-12,99406,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,70.56,2020,3
2023-10-10,205204,Roupa para Cão Billaboard,Acessório,Cartão Crédito,1,42.9,2023,10
2022-12-10,153831,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,,2022,12
2020-04-15,81874,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,15.68,2020,4
2023-06-16,212664,Penas Gatito,Brinquedo,Dinheiro,1,20.8,2023,6
2024-01-22,239679,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Pix,1,,2024,1
2021-08-29,109847,Bola Pet Vinil Big Blue,Brinquedo,Cartão Débito,1,79.8,2021,8
2020-07-16,63822,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,62.72,2020,7
2020-03-27,69883,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,100.8,2020,3
2024-03-25,272368,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Pix,1,,2024,3
2023-01-25,224900,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Débito,1,,2023,1
2020-12-30,84081,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,71.68,2020,12
2024-03-03,232778,Penas Gatito,Brinquedo,Pix,1,,2024,3
2020-07-10,86977,Vitamina E Granulado BigForce,Medicamento,Cartão Crédito,1,78.4,2020,7
2021-02-02,138902,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Crédito,1,38.57,2021,2
2022-04-13,173974,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,,2022,4
2021-11-28,106559,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,1151.78,2021,11
2024-01-22,236946,Cama média almofadada Pity,Acessório,Cartão Crédito,1,,2024,1
2024-02-11,232208,Mordedor de Corda Bola,Brinquedo,Pix,1,,2024,2
2023-06-23,221424,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Pix,1,1049.1,2023,6
2020-06-24,81353,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,26.88,2020,6
2020-10-03,71155,Bandana Disney Mickey Fábrica Petti ,Acessório,Boleto Bancário,1,533.12,2020,10
2024-01-13,236572,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,,2024,1
2023-02-06,217326,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,128.7,2023,2
2024-03-03,233422,Roupa para Gato Petti,Acessório,Pix,1,,2024,3
2021-01-11,150462,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,27.93,2021,1
2022-07-28,196020,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,,2022,7
2020-10-02,63150,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,64837.92,2020,10
2022-11-05,164291,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Crédito,1,,2022,11
2022-07-07,183420,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,,2022,7
2021-11-17,128969,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Dinheiro,1,129.01,2021,11
2023-11-21,214909,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,1014.0,2023,11
2021-09-25,133629,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,91.77,2021,9
2024-01-13,234752,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Pix,1,,2024,1
2021-08-18,105713,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,31.92,2021,8
2022-01-19,166022,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,,2022,1
2023-08-30,213347,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Dinheiro,1,45.5,2023,8
2020-12-10,92339,Roupa para Cão Billaboard,Acessório,Pix,1,38.08,2020,12
2021-07-25,104852,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Dinheiro,1,26.6,2021,7
2023-06-14,225413,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Dinheiro,1,548.6,2023,6
2020-04-28,88406,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,82.88,2020,4
2022-12-08,153023,Bola Pet Vinil Big Blue,Brinquedo,Boleto Bancário,1,,2022,12
2023-09-03,224373,Mordedor de Corda Bola,Brinquedo,Pix,1,15.6,2023,9
2023-06-17,208012,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Débito,1,267.8,2023,6
2023-12-31,223645,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,124.8,2023,12
2020-07-21,56953,Vitamina E Granulado BigForce,Medicamento,Cartão Débito,1,76.16,2020,7
2021-03-06,142280,Penas Gatito,Brinquedo,Cartão Crédito,1,18.62,2021,3
2021-10-27,127787,Bandana Disney Mickey Fábrica Petti ,Acessório,Dinheiro,1,14.63,2021,10
2021-09-16,145015,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,122.36,2021,9
2024-03-18,257515,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Boleto Bancário,1,,2024,3
2021-04-30,102848,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,41.23,2021,4
2023-02-20,206102,Roupa para Cão Billaboard,Acessório,Boleto Bancário,1,59.8,2023,2
2020-11-04,62749,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,90.72,2020,11
2024-01-27,227914,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,,2024,1
2020-01-17,80894,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,14.56,2020,1
2022-10-29,170180,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Crédito,1,,2022,10
2022-04-10,169104,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,,2022,4
2022-01-21,166165,Bandana Disney Mickey Fábrica Petti ,Acessório,Pix,1,,2022,1
2023-12-05,218758,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Pix,1,81.9,2023,12
2022-09-03,191511,Roupa para Gato Petti,Acessório,Cartão Crédito,1,,2022,9
2021-08-10,124890,Penas Gatito,Brinquedo,Pix,1,23.94,2021,8
2022-11-24,184271,Penas Gatito,Brinquedo,Boleto Bancário,1,,2022,11
2023-10-31,220565,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,3425.5,2023,10
2020-04-21,66105,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Pix,1,40.32,2020,4
2022-12-12,198932,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Boleto Bancário,1,,2022,12
2024-03-25,252054,Roupa para Cão Billaboard,Acessório,Pix,1,,2024,3
2023-12-24,219060,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Dinheiro,1,40.3,2023,12
2020-07-06,70210,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,89.6,2020,7
2024-01-28,240819,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Débito,1,,2024,1
2023-06-12,221045,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,78.0,2023,6
2021-12-23,144688,Penas Gatito,Brinquedo,Cartão Débito,1,1989.68,2021,12
2023-06-17,205603,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Crédito,1,1004.9,2023,6
2021-09-12,109383,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,78.47,2021,9
2020-04-30,62361,Vitamina E Granulado BigForce,Medicamento,Pix,1,123.2,2020,4
2023-10-04,219383,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,85.8,2023,10
2024-02-08,241473,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Dinheiro,1,,2024,2
2022-06-16,175113,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,,2022,6
2022-02-01,184066,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Débito,1,,2022,2
2020-10-29,62328,Roupa para Cão Billaboard,Acessório,Cartão Crédito,1,38.08,2020,10
2024-02-12,239788,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Débito,1,,2024,2
2020-05-20,84696,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,73.92,2020,5
2023-11-13,223872,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,88.4,2023,11
2023-04-18,204489,Meias esportivas para cães para ambientes internos e externos,Acessório,Boleto Bancário,1,80.6,2023,4
2020-02-25,56826,Bola Pet Vinil Big Blue,Brinquedo,Cartão Crédito,1,23.52,2020,2
2022-11-25,161954,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,,2022,11
2024-02-28,233209,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Crédito,1,,2024,2
2024-01-31,226621,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,,2024,1
2020-09-14,67993,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Cartão Crédito,1,215.04,2020,9
2021-02-24,136992,Vitamina E Granulado BigForce,Medicamento,Boleto Bancário,1,180.88,2021,2
2022-10-05,181337,Roupa para Cão Billaboard,Acessório,Pix,1,,2022,10
2023-02-21,204170,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Dinheiro,1,7.8,2023,2
2023-01-12,204807,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Débito,1,111.8,2023,1
2022-12-02,169315,Roupa para Gato Petti,Acessório,Cartão Crédito,1,,2022,12
2021-05-01,128835,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,39.9,2021,5
2024-01-26,243524,Bola Pet Vinil Big Blue,Brinquedo,Cartão Crédito,1,,2024,1
2023-10-17,225633,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Pix,1,702.0,2023,10
2022-11-26,161624,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Débito,1,,2022,11
2023-07-18,213370,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,39.0,2023,7
2020-02-03,82187,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,329.28,2020,2
2020-07-22,86103,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Crédito,1,36.96,2020,7
2023-02-06,216781,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,93.6,2023,2
2023-05-10,201682,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,87.1,2023,5
2022-08-29,199113,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,,2022,8
2022-08-17,158080,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,,2022,8
2021-01-11,116766,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Crédito,1,1182.37,2021,1
2023-09-27,209384,Mordedor de Corda Bola,Brinquedo,Cartão Débito,1,15.6,2023,9
2022-01-05,180186,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Pix,1,,2022,1
2020-04-23,54897,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,117.6,2020,4
2021-07-05,143534,Roupa para Gato Petti,Acessório,Cartão Débito,1,51.87,2021,7
2020-01-28,87882,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,87.36,2020,1
2023-02-05,218995,Roupa para Gato Petti,Acessório,Cartão Débito,1,49.4,2023,2
2020-01-25,98029,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,67.2,2020,1
2023-05-12,207152,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Crédito,1,39.0,2023,5
2021-12-10,110610,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Dinheiro,1,363.09,2021,12
2023-11-02,212104,Roupa para Cão Billaboard,Acessório,Cartão Crédito,1,59.8,2023,11
2022-10-16,162769,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,,2022,10
2020-06-28,100192,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,640.64,2020,6
2020-04-30,89376,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,87.36,2020,4
2023-02-19,225580,Mordedor de Corda Bola,Brinquedo,Boleto Bancário,1,33.8,2023,2
2024-03-26,229239,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,,2024,3
2022-03-17,173381,Biscoito  True Champion 300g,Alimentação,Dinheiro,1,,2022,3
2022-02-08,190414,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,,2022,2
2020-11-19,84115,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,42.56,2020,11
2020-11-05,68959,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,62.72,2020,11
2021-08-29,136084,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Débito,1,18.62,2021,8
2024-03-04,247956,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Dinheiro,1,,2024,3
2023-08-28,218604,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,106.6,2023,8
2023-01-30,214459,Cama média almofadada Pity,Acessório,Cartão Débito,1,68.9,2023,1
2023-08-05,218630,Biscoito  True Champion 300g,Alimentação,Cartão Débito,1,114.4,2023,8
2020-04-17,99712,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,45.92,2020,4
2024-03-19,267898,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,,2024,3
2024-03-30,246946,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,,2024,3
2023-06-06,211237,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,45.5,2023,6
2020-03-25,91606,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,70.56,2020,3
2023-10-31,212703,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,57.2,2023,10
2021-06-02,138148,Roupa para Gato Petti,Acessório,Cartão Débito,1,41.23,2021,6
2023-06-27,209478,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Dinheiro,1,85.8,2023,6
2023-08-18,212609,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,110.5,2023,8
2023-04-13,219916,Vitamina E Granulado BigForce,Medicamento,Cartão Crédito,1,166.4,2023,4
2023-11-21,222873,Mordedor de Corda Bola,Brinquedo,Boleto Bancário,1,28.6,2023,11
2023-09-20,212535,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,29.9,2023,9
2022-03-28,180393,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,,2022,3
2024-03-20,244191,Mordedor de Corda Bola,Brinquedo,Boleto Bancário,1,,2024,3
2023-05-28,224408,Roupa para Cão Billaboard,Acessório,Boleto Bancário,1,40.3,2023,5
2024-03-24,256653,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,,2024,3
2021-05-11,143809,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Cartão Crédito,1,127.68,2021,5
2023-02-08,215975,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,28.6,2023,2
2022-02-06,198962,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Dinheiro,1,,2022,2
2021-07-02,108759,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,55.86,2021,7
2023-09-15,220455,Cama média almofadada Pity,Acessório,Pix,1,75.4,2023,9
2023-02-07,205630,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,378.3,2023,2
2024-02-27,258295,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,,2024,2
2024-02-26,274115,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,,2024,2
2021-05-19,103536,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Pix,1,49.21,2021,5
2024-02-11,242437,Roupa para Gato Petti,Acessório,Dinheiro,1,,2024,2
2021-05-05,118699,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,18.62,2021,5
2023-03-20,204967,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,39.0,2023,3
2020-01-25,94526,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,73.92,2020,1
2023-05-14,217133,Biscoito  True Champion 300g,Alimentação,Cartão Débito,1,83.2,2023,5
2023-03-06,210372,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,85.8,2023,3
2022-12-19,178387,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,,2022,12
2021-11-14,127181,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Débito,1,11.97,2021,11
2022-05-13,157319,Roupa para Gato Petti,Acessório,Boleto Bancário,1,,2022,5
2021-05-18,121164,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,118.37,2021,5
2023-07-26,220305,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,1150.5,2023,7
2023-11-26,212738,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Dinheiro,1,104.0,2023,11
2021-02-04,132586,Bandana Disney Mickey Fábrica Petti ,Acessório,Dinheiro,1,23.94,2021,2
2021-01-28,139157,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,110.39,2021,1
2023-05-01,208770,Penas Gatito,Brinquedo,Pix,1,22.1,2023,5
2022-12-07,198758,Vitamina E Granulado BigForce,Medicamento,Boleto Bancário,1,,2022,12
2024-03-16,255942,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,,2024,3
2020-01-26,70456,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,5.6,2020,1
2021-05-03,132824,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,1137.15,2021,5
2022-06-27,157534,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Boleto Bancário,1,,2022,6
2024-02-04,245771,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,,2024,2
2020-07-02,95123,Meias esportivas para cães para ambientes internos e externos,Acessório,Pix,1,36.96,2020,7
2024-02-13,242055,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,,2024,2
2022-08-15,153844,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Crédito,1,,2022,8
2020-05-20,74093,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,120.96,2020,5
2022-01-20,165813,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Boleto Bancário,1,,2022,1
2022-08-02,182098,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,,2022,8
